"Sigla","Ano","Total","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90+"
"MT",2020,3455092,244387,260043,274406,286340,279776,293564,290081,284518,256223,228055,203318,174831,135856,97025,64683,40854,23980,11222,5930
"MT",2021,3489729,241705,257143,272133,285033,280728,293187,290902,287195,262041,232634,207295,179995,142227,102456,68461,43027,25239,11974,6354
"MT",2022,3523288,239077,254216,269730,283490,282058,292059,292069,288461,268084,237415,211238,184669,148627,108079,72500,45391,26522,12792,6811
"MT",2023,3555738,236513,251297,267200,281688,283975,290056,293333,288783,273948,242422,215228,188962,154904,113859,76791,47959,27864,13652,7304
"MT",2024,3587069,234015,248423,264524,279667,286671,287038,294259,288964,279016,247724,219360,193049,160849,119757,81319,50758,29315,14524,7837
"MT",2025,3617251,231589,245625,261679,277450,290481,282776,294523,289500,282918,253307,223709,197059,166326,125732,86070,53790,30913,15395,8409
"MT",2026,3646277,229216,242897,258722,275085,289115,283675,294112,290321,285604,259110,228267,201006,171349,131756,91022,57056,32654,16279,9031
"MT",2027,3674131,226860,240229,255737,272587,287491,284961,292955,291482,286885,265130,233024,204921,175911,137816,96155,60547,34548,17186,9706
"MT",2028,3700794,224528,237626,252761,269957,285590,286836,290927,292739,287228,270967,238005,208880,180115,143767,101434,64259,36610,18141,10424
"MT",2029,3726248,222222,235089,249833,267180,283453,289482,287896,293658,287427,276018,243272,212981,184121,149413,106824,68180,38854,19174,11171
"MT",2030,3750469,219951,232625,246980,264232,281115,293221,283639,293919,287973,279913,248816,217285,188056,154627,112293,72297,41287,20304,11936
"GO",2000,5075596,501257,501425,500405,523785,508267,463764,429012,381256,314531,252748,197416,151327,122508,89850,62534,39274,20644,10208,5385
"GO",2001,5193467,507934,506048,503018,527377,519555,475379,438096,393325,328338,264351,207101,157801,126503,94073,65323,41334,21924,10127,5860
"GO",2002,5309216,512513,510330,507100,528413,530073,488339,446552,404575,342568,276152,217126,165285,130101,98664,68174,43416,23324,10393,6118
"GO",2003,5422815,515229,514056,512182,527986,539473,502029,454925,415064,356814,288251,227478,173587,133719,103375,71158,45531,24794,10887,6277
"GO",2004,5534201,516346,516981,517362,527853,547297,515438,464036,424939,370478,300819,238170,182366,137980,107843,74379,47696,26288,11528,6402
"GO",2005,5643344,516410,518661,522017,529123,553341,527876,474362,434332,383175,313920,249198,191410,143254,111901,77874,49927,27777,12256,6530
"GO",2006,5750254,509539,525164,526318,531678,557284,539446,485883,443203,395006,327443,260508,200773,149461,115636,81637,52228,29282,13064,6701
"GO",2007,5854898,502853,529568,530287,535714,558563,550186,498763,451445,406002,341362,272006,210464,156627,119024,85720,54593,30817,13955,6949
"GO",2008,5957260,496379,532077,533719,540764,558300,559725,512372,459609,416231,355280,283793,220464,164565,122452,89910,57077,32387,14893,7263
"GO",2009,6057367,490199,532942,536368,545926,558286,567581,525705,468511,425838,368611,296035,230795,172957,126483,93893,59756,34002,15853,7626
"GO",2010,6155266,484368,532704,537789,550573,559653,573554,538057,478626,434972,380980,308794,241445,181611,131453,97525,62658,35669,16809,8026
"GO",2011,6250462,478880,525444,544031,554786,562236,577251,549454,489872,443554,392466,321950,252357,190562,137282,100887,65790,37394,17780,8486
"GO",2012,6343136,473769,518295,548191,558578,566222,578170,559952,502434,451500,403119,335490,263451,199818,143985,103973,69197,39180,18787,9025
"GO",2013,6434048,469094,511365,550471,561815,571197,577555,569255,515790,459421,413068,349054,274851,209380,151399,107113,72704,41072,19823,9621
"GO",2014,6523222,464826,504740,551100,564295,576243,577201,576875,528939,468131,422458,362075,286720,219266,159238,110795,76052,43122,20896,10250
"GO",2015,6610681,460912,498487,550599,565610,580725,578243,582614,541181,478099,431431,374185,299118,229478,167323,115304,79123,45348,22007,10894
"GO",2016,6695855,457302,492609,543042,571829,584723,580494,586078,552510,489251,439904,385468,311932,239958,175695,120580,81985,47756,23162,11577
"GO",2017,6778772,454001,487133,535554,575984,588324,584142,586765,562932,501742,447775,395957,325127,250628,184370,126628,84647,50374,24370,12319
"GO",2018,6860047,451005,482103,528234,578223,591433,588819,585898,572134,515016,455627,405760,338340,261596,193337,133309,87377,53075,25654,13107
"GO",2019,6939629,448263,477491,521189,578739,593852,593610,585277,579624,528075,464260,415010,351028,273016,202616,140375,90569,55656,27048,13931
"GO",2020,7017496,445741,473242,514499,578025,595174,597871,586043,585202,540223,474141,423848,362837,284946,212205,147666,94452,58039,28559,14783
"GO",2021,7094285,443434,469405,508265,570208,601494,601847,588206,588656,551591,485295,432264,373893,297294,222073,155234,98973,60283,30192,15678
"GO",2022,7170021,441312,465993,502521,562390,605798,605604,591968,589506,562196,497882,440175,384239,310037,232150,163100,104141,62405,31971,16633
"GO",2023,7243974,439308,462898,497242,554653,608097,608900,596771,588803,571578,511252,448080,393932,322802,242516,171245,109836,64598,33810,17653
"GO",2024,7316094,437406,460068,492401,547138,608556,611533,601711,588340,579254,524416,456767,403096,335077,253311,179682,115856,67156,35573,18753
"GO",2025,7386343,435590,457469,487946,539956,607637,613096,606150,589257,585014,536689,466691,411870,346520,264591,188413,122077,70242,37210,19925
"GO",2026,7455181,433854,455080,483899,533224,599536,619627,610302,591557,588618,548169,477852,420229,357252,276267,197401,128544,73816,38769,21185
"GO",2027,7522592,432171,452868,480273,526986,591341,624127,614228,595442,589592,558870,490402,428095,367313,288312,206592,135278,77878,40269,22555
"GO",2028,7588003,430504,450777,476983,521232,583150,626554,617722,600373,589030,568347,503731,435966,376763,300376,216062,142268,82341,41838,23986
"GO",2029,7651361,428838,448795,473976,515930,575135,627052,620583,605457,588712,576122,516860,444605,385712,311994,225932,149520,87062,43663,25413
"GO",2030,7712596,427150,446904,471217,511038,567423,626059,622396,610056,589777,581989,529120,454446,394297,322845,236244,157035,91946,45848,26806
"DF",2000,2108798,215131,200846,192870,227545,237214,213349,187669,160593,128714,104744,77850,53574,41302,26313,18399,10992,5746,2974,2973
"DF",2001,2148606,214664,204022,192871,225864,239837,219300,192344,165413,133081,108752,82340,56567,42904,28103,19080,11691,6079,2941,2753
"DF",2002,2190118,213319,206978,195190,222212,242550,225910,197211,170113,138200,112354,86990,60238,44173,30390,19709,12515,6488,3012,2566
"DF",2003,2233473,211354,209424,199164,217782,245178,232760,202429,174806,143835,115827,91708,64419,45426,32936,20458,13411,6975,3161,2420
"DF",2004,2278824,209113,211066,203613,214433,247506,239152,208232,179698,149598,119585,96374,68824,47144,35382,21551,14315,7546,3374,2318
"DF",2005,2326355,207038,211591,207684,213376,249465,244677,214710,184925,155265,123880,100933,73272,49610,37528,23101,15202,8199,3644,2255
"DF",2006,2376239,205369,211004,211508,214598,250250,249944,221773,190448,160914,128806,105284,77844,52732,39442,25083,16090,8946,3964,2240
"DF",2007,2428637,204139,209551,215124,218273,248961,255336,229525,196222,166559,134551,109270,82600,56519,41081,27548,16963,9800,4342,2273
"DF",2008,2483669,203358,207483,218238,223758,246825,260622,237546,202403,172299,140907,113151,87456,60812,42724,30280,17953,10723,4780,2351
"DF",2009,2541434,203017,205143,220555,229860,245767,265533,245134,209231,178305,147495,117321,92292,65351,44811,32948,19250,11664,5288,2469
"DF",2010,2602074,203106,202969,221754,235677,247077,269967,251879,216799,184693,154077,122033,97049,69964,47608,35366,20962,12604,5863,2627
"DF",2011,2664444,203614,201245,221656,241112,250443,272999,258310,224916,191317,160669,127359,101609,74692,51009,37555,23048,13554,6507,2830
"DF",2012,2727098,204498,200017,220394,245963,255757,273522,264686,233549,198016,167160,133442,105790,79552,54993,39443,25517,14487,7226,3086
"DF",2013,2789761,205671,199273,218285,249881,262413,272698,270715,242239,204915,173575,140059,109829,84455,59405,41285,28180,15503,7984,3396
"DF",2014,2852372,207031,198990,215761,252546,269227,272434,276092,250285,212257,180049,146830,114095,89291,64002,43481,30746,16750,8749,3756
"DF",2015,2914830,208455,199154,213351,253619,275299,273956,280676,257278,220117,186676,153523,118823,94004,68606,46277,33046,18297,9504,4169
"DF",2016,2977216,209853,199738,211402,253094,280741,277248,283658,263847,228398,193403,160180,124103,98505,73282,49608,35124,20133,10263,4636
"DF",2017,3039444,211170,200696,209944,251291,285493,282562,284088,270344,237176,200201,166726,130124,102639,78081,53482,36957,22277,11024,5169
"DF",2018,3101220,212361,201937,208977,248552,289181,289236,283164,276469,246008,207213,173186,136677,106632,82920,57765,38762,24573,11860,5747
"DF",2019,3162452,213411,203356,208490,245335,291469,296056,282814,281905,254187,214676,179699,143389,110839,87694,62224,40894,26790,12872,6352
"DF",2020,3223048,214323,204834,208459,242204,292011,302095,284275,286515,261308,222660,186357,150025,115489,92349,66702,43558,28799,14107,6978
"DF",2021,3282791,215095,206266,208844,239516,290781,307404,287501,289451,267956,231033,193087,156615,120665,96793,71251,46705,30637,15552,7639
"DF",2022,3341579,215719,207602,209588,237327,288123,311906,292733,289780,274481,239857,199866,163071,126554,100878,75903,50338,32296,17214,8343
"DF",2023,3399501,216207,208817,210624,235662,284438,315251,299340,288751,280616,248721,206860,169439,132966,104819,80597,54331,33952,18987,9123
"DF",2024,3456467,216560,209894,211849,234515,280219,317091,306091,288294,286038,256925,214306,175851,139539,108965,85222,58494,35886,20704,10024
"DF",2025,3512409,216768,210839,213139,233866,276068,317078,312051,289662,290600,264064,222269,182403,146051,113530,89732,62677,38272,22273,11067
"DF",2026,3567130,216818,211651,214391,233665,272368,315204,317266,292807,293466,270720,230622,189026,152522,118603,94039,66924,41062,23730,12246
"DF",2027,3620581,216721,212312,215553,233856,269204,311836,321652,297968,293717,277245,239414,195707,158861,124366,98009,71265,44251,25077,13567
"DF",2028,3672828,216499,212843,216588,234362,266612,307400,324841,304507,292597,283361,248232,202604,165105,130639,101843,75640,47736,26444,14975
"DF",2029,3723789,216143,213236,217481,235070,264593,302418,326483,311192,292042,288745,256380,209944,171386,137069,105867,79946,51365,28029,16400
"DF",2030,3773409,215633,213497,218240,235850,263116,297522,326227,317080,293306,293244,263466,217796,177790,143445,110278,84143,55016,29953,17807
"BR",2000,173448346,17314510,17273758,17518796,18097555,16346745,14468665,13436025,12497963,10779160,8928759,7105097,5445582,4513522,3493661,2696950,1759132,994067,493932,284467
"BR",2001,175885229,17333637,17252925,17402474,18119828,16738956,14751901,13572135,12699486,11103110,9245644,7404596,5652053,4611832,3589547,2756503,1832671,1031252,496283,290396
"BR",2002,178276128,17309347,17241043,17329890,18006076,17146912,15074831,13712393,12860762,11430728,9561223,7704810,5900595,4697462,3706117,2805444,1912831,1072847,507823,294994
"BR",2003,180619108,17240518,17236778,17291927,17806344,17525805,15429819,13870533,12994475,11748126,9876810,8006479,6179657,4787311,3833079,2853004,1993863,1119013,525567,300000
"BR",2004,182911487,17126610,17237068,17266480,17602425,17809769,15805016,14065051,13120828,12034508,10195079,8312316,6470614,4906585,3954731,2912039,2068284,1170440,547520,306124
"BR",2005,185150806,16975813,17230352,17240164,17447357,17960346,16188242,14306505,13254354,12278037,10516466,8623561,6761728,5069578,4063480,2989210,2133020,1226862,572304,313427
"BR",2006,187335137,16748883,17254039,17220180,17332309,17983683,16579582,14590689,13393467,12482076,10839702,8937019,7054866,5271797,4162692,3082622,2190158,1287905,600073,323395
"BR",2007,189462755,16518269,17234647,17209088,17260627,17871791,16986197,14913958,13536501,12646465,11166621,9249416,7349075,5513487,4250785,3194031,2239350,1354364,630986,337097
"BR",2008,191532439,16284481,17170904,17205581,17223245,17674357,17363699,15268717,13697042,12783678,11483586,9561999,7644993,5783963,4343115,3314471,2287859,1421793,665093,353863
"BR",2009,193543969,16049820,17062172,17206586,17198226,17472598,17646823,15643256,13893386,12913450,11770215,9877343,7945147,6065924,4462513,3430343,2345842,1484515,702752,373058
"BR",2010,195497797,15816957,16916587,17200577,17172257,17319107,17797553,16025477,14135911,13050164,12014841,10195824,8250688,6348447,4621978,3535046,2418507,1540149,743640,394087
"BR",2011,197397018,15587805,16695060,17225082,17153030,17205781,17822613,16415898,14420686,13192312,12220897,10516455,8558690,6633208,4817408,3631693,2504505,1590517,787832,417546
"BR",2012,199242462,15363958,16469622,17206777,17143273,17136273,17714321,16821840,14744294,13338350,12388253,10841091,8866088,6919282,5048950,3718984,2605448,1635653,836135,443870
"BR",2013,201032714,15147056,16240430,17144166,17141387,17101326,17521645,17199263,15099170,13501597,12528960,11156334,9174062,7207232,5306850,3810343,2713799,1680744,885459,472891
"BR",2014,202768562,14938133,16009509,17036612,17144248,17079105,17325091,17483642,15473785,13700143,12662331,11442231,9485114,7499452,5575432,3925728,2818329,1733123,931944,504610
"BR",2015,204450649,14737740,15779109,16892243,17140200,17056423,17176808,17637407,15856255,13944226,12802397,11687344,9799612,7797050,5844703,4076511,2913596,1796449,973943,538633
"BR",2016,206081432,14545488,15551873,16672044,17166564,17040654,17068601,17666798,16246942,14230010,12947682,11894903,10116412,8097251,6116344,4259166,3002421,1869824,1012885,575570
"BR",2017,207660929,14360778,15329961,16447927,17150098,17034257,17003793,17563875,16652990,14554024,13096707,12064747,10437153,8397098,6389645,4473931,3084038,1954490,1049081,616336
"BR",2018,209186802,14182966,15114823,16220015,17089362,17035512,16973092,17377213,17030859,14908841,13262537,12208578,10748841,8697681,6665075,4712250,3169590,2044693,1085738,659136
"BR",2019,210659013,14011332,14907522,15990363,16983733,17041319,16954854,17186554,17316692,15283177,13462945,12345155,11032142,9001331,6944755,4960344,3275690,2131881,1127421,701803
"BR",2020,212077375,13845258,14708594,15761172,16841311,17040111,16935971,17043597,17473250,15665301,13708027,12488105,11276016,9308355,7229599,5209414,3411743,2212046,1176296,743209
"BR",2021,213440458,13684541,14517525,15534788,16623017,17068581,16923258,16939759,17506233,16055346,13993809,12635859,11483451,9617564,7517010,5460931,3574724,2287583,1231832,784647
"BR",2022,214747509,13528622,14333818,15313372,16400447,17053920,16919166,16878260,17407692,16460310,14316876,12786967,11654298,9930456,7804232,5714314,3764731,2358190,1294967,826871
"BR",2023,215998724,13376432,14156987,15098723,16174019,16995118,16922538,16850436,17226018,16837386,14670172,12954362,11799936,10234695,8092297,5970010,3974631,2432504,1361753,870707
"BR",2024,217193093,13227251,13986325,14891859,15945805,16891549,16930314,16834793,17040165,17123463,15042635,13155430,11938419,10511746,8383370,6229791,4193005,2523248,1426443,917482
"BR",2025,218330014,13080689,13821219,14693367,15717986,16751282,16931005,16818332,16901400,17281684,15422795,13400074,12082892,10751046,8677688,6494438,4412524,2637518,1486408,967667
"BR",2026,219408552,12936538,13661389,14502730,15492977,16535635,16961101,16808024,16801408,17317777,15810822,13684429,12231912,10955553,8974099,6761620,4634545,2772874,1543578,1021541
"BR",2027,220428030,12794993,13506269,14319466,15272933,16315694,16948291,16806308,16743404,17223837,16213587,14005163,12384079,11125130,9274015,7028840,4858662,2929285,1598035,1080039
"BR",2028,221388185,12656486,13354843,14143062,15059598,16091849,16891484,16811842,16718640,17047576,16588846,14355374,12551911,11270592,9565761,7297004,5085164,3101226,1655710,1141217
"BR",2029,222288169,12521067,13206388,13972821,14853983,15866200,16790085,16821580,16705807,16867037,16874409,14724314,12752285,11409142,9831897,7568054,5315456,3279955,1725232,1202457
"BR",2030,223126917,12388311,13060538,13808096,14656646,15640863,16652108,16824134,16691976,16732938,17033914,15100814,12994816,11553270,10062488,7842140,5550102,3459893,1811290,1262580
