Código,Sigla,UF,Região,Região oficial,Ano,Sexo,Total,0-4 anos,5-9 anos,10-19 anos,20-29 anos,30-39 anos,40-49 anos,50-59 anos,60+ anos
13,AM,Amazonas,RegN,N,2026,M,2289484,177996,190675,416129,422454,367708,306040,208419,200063
13,AM,Amazonas,RegN,N,2026,Total,4550668,347985,372440,813113,833582,731768,615744,417351,418685
13,AM,Amazonas,RegN,N,2027,F,2285197,167812,179157,393538,411643,371100,315249,217958,228740
13,AM,Amazonas,RegN,N,2027,M,2311908,175718,187938,412561,424054,374712,311649,216154,209122
13,AM,Amazonas,RegN,N,2027,Total,4597105,343530,367095,806099,835697,745812,626898,434112,437862
13,AM,Amazonas,RegN,N,2028,F,2308550,165757,176601,389760,411721,378266,319938,227361,239146
13,AM,Amazonas,RegN,N,2028,M,2333588,173567,185256,408625,425296,381709,316536,224253,218346
13,AM,Amazonas,RegN,N,2028,Total,4642138,339324,361857,798385,837017,759975,636474,451614,457492
13,AM,Amazonas,RegN,N,2029,F,2331250,163820,174119,385688,411564,384726,324299,236953,250081
13,AM,Amazonas,RegN,N,2029,M,2354532,171541,182653,404366,426396,387883,321188,232611,227894
13,AM,Amazonas,RegN,N,2029,Total,4685782,335361,356772,790054,837960,772609,645487,469564,477975
13,AM,Amazonas,RegN,N,2030,F,2353303,161989,171733,381343,411541,389710,328707,246573,261707
13,AM,Amazonas,RegN,N,2030,M,2374724,169628,180148,399813,427739,392484,325937,241118,237857
13,AM,Amazonas,RegN,N,2030,Total,4728027,331617,351881,781156,839280,782194,654644,487691,499564
14,RR,Roraima,RegN,N,2000,F,162248,23860,21779,37938,30196,21935,13825,6737,5978
14,RR,Roraima,RegN,N,2000,M,174581,24224,22604,39524,31454,24956,16545,8442,6832
14,RR,Roraima,RegN,N,2000,Total,336829,48084,44383,77462,61650,46891,30370,15179,12810
14,RR,Roraima,RegN,N,2001,F,169339,24614,22667,39246,31631,22875,14805,7275,6226
14,RR,Roraima,RegN,N,2001,M,181839,25159,23465,40929,32739,25910,17463,9107,7067
14,RR,Roraima,RegN,N,2001,Total,351178,49773,46132,80175,64370,48785,32268,16382,13293
14,RR,Roraima,RegN,N,2002,F,176312,25254,23494,40480,33142,23803,15787,7862,6490
14,RR,Roraima,RegN,N,2002,M,188963,25990,24252,42253,34128,26804,18384,9831,7321
14,RR,Roraima,RegN,N,2002,Total,365275,51244,47746,82733,67270,50607,34171,17693,13811
14,RR,Roraima,RegN,N,2003,F,183124,25787,24229,41676,34680,24732,16753,8496,6771
14,RR,Roraima,RegN,N,2003,M,195911,26726,24946,43526,35575,27643,19305,10591,7599
14,RR,Roraima,RegN,N,2003,Total,379035,52513,49175,85202,70255,52375,36058,19087,14370
14,RR,Roraima,RegN,N,2004,F,189739,26226,24853,42884,36169,25678,17681,9167,7081
14,RR,Roraima,RegN,N,2004,M,202653,27380,25520,44798,37003,28449,20217,11367,7919
14,RR,Roraima,RegN,N,2004,Total,392392,53606,50373,87682,73172,54127,37898,20534,15000
14,RR,Roraima,RegN,N,2005,F,196127,26599,25331,44135,37559,26655,18555,9869,7424
14,RR,Roraima,RegN,N,2005,M,209146,27978,25942,46090,38362,29234,21113,12142,8285
14,RR,Roraima,RegN,N,2005,Total,405273,54577,51273,90225,75921,55889,39668,22011,15709
14,RR,Roraima,RegN,N,2006,F,202266,26630,25935,45414,38838,27660,19381,10598,7810
14,RR,Roraima,RegN,N,2006,M,215368,28020,26712,47383,39646,30005,21997,12900,8705
14,RR,Roraima,RegN,N,2006,Total,417634,54650,52647,92797,78484,57665,41378,23498,16515
14,RR,Roraima,RegN,N,2007,F,208126,26580,26418,46707,39974,28695,20157,11353,8242
14,RR,Roraima,RegN,N,2007,M,221280,27973,27369,48660,40837,30768,22865,13631,9177
14,RR,Roraima,RegN,N,2007,Total,429406,54553,53787,95367,80811,59463,43022,24984,17419
14,RR,Roraima,RegN,N,2008,F,213677,26456,26786,47949,40988,29765,20890,12128,8715
14,RR,Roraima,RegN,N,2008,M,226856,27841,27919,49865,41937,31548,23706,14339,9701
14,RR,Roraima,RegN,N,2008,Total,440533,54297,54705,97814,82925,61313,44596,26467,18416
14,RR,Roraima,RegN,N,2009,F,218898,26266,27050,49040,41932,30864,21598,12914,9234
14,RR,Roraima,RegN,N,2009,M,232071,27637,28377,50905,42975,32379,24504,15022,10272
14,RR,Roraima,RegN,N,2009,Total,450969,53903,55427,99945,84907,63243,46102,27936,19506
14,RR,Roraima,RegN,N,2010,F,223767,26023,27244,49889,42831,31988,22284,13708,9800
14,RR,Roraima,RegN,N,2010,M,236911,27373,28772,51703,43965,33282,25247,15682,10887
14,RR,Roraima,RegN,N,2010,Total,460678,53396,56016,101592,86796,65270,47531,29390,20687
14,RR,Roraima,RegN,N,2011,F,228418,25752,27112,50830,43678,33169,22957,14504,10416
14,RR,Roraima,RegN,N,2011,M,241525,27081,28625,52804,44903,34279,25936,16342,11555
14,RR,Roraima,RegN,N,2011,Total,469943,52833,55737,103634,88581,67448,48893,30846,21971
14,RR,Roraima,RegN,N,2012,F,233003,25480,26934,51647,44466,34443,23642,15302,11089
14,RR,Roraima,RegN,N,2012,M,246070,26792,28426,53776,45786,35402,26586,17019,12283
14,RR,Roraima,RegN,N,2012,Total,479073,52272,55360,105423,90252,69845,50228,32321,23372
14,RR,Roraima,RegN,N,2013,F,237527,25216,26717,52331,45237,35760,24352,16090,11824
14,RR,Roraima,RegN,N,2013,M,250545,26512,28184,54617,46649,36606,27204,17715,13058
14,RR,Roraima,RegN,N,2013,Total,488072,51728,54901,106948,91886,72366,51556,33805,24882
14,RR,Roraima,RegN,N,2014,F,241982,24959,26473,52879,46054,37054,25094,16848,12621
14,RR,Roraima,RegN,N,2014,M,254954,26241,27914,55319,47548,37819,27816,18422,13875
14,RR,Roraima,RegN,N,2014,Total,496936,51200,54387,108198,93602,74873,52910,35270,26496
14,RR,Roraima,RegN,N,2015,F,246374,24707,26212,53290,46956,38272,25889,17567,13481
14,RR,Roraima,RegN,N,2015,M,259291,25977,27628,55883,48513,38986,28435,19142,14727
14,RR,Roraima,RegN,N,2015,Total,505665,50684,53840,109173,95469,77258,54324,36709,28208
14,RR,Roraima,RegN,N,2016,F,250685,24454,25936,53571,47929,39402,26736,18258,14399
14,RR,Roraima,RegN,N,2016,M,263544,25711,27336,56315,49525,40111,29065,19874,15607
14,RR,Roraima,RegN,N,2016,Total,514229,50165,53272,109886,97454,79513,55801,38132,30006
14,RR,Roraima,RegN,N,2017,F,254920,24193,25661,53729,48970,40417,27639,18924,15387
14,RR,Roraima,RegN,N,2017,M,267716,25437,27046,56629,50582,41173,29718,20618,16513
14,RR,Roraima,RegN,N,2017,Total,522636,49630,52707,110358,99552,81590,57357,39542,31900
14,RR,Roraima,RegN,N,2018,F,259076,23924,25395,53776,50025,41349,28598,19568,16441
14,RR,Roraima,RegN,N,2018,M,271803,25155,26760,56841,51627,42189,30421,21359,17451
14,RR,Roraima,RegN,N,2018,Total,530879,49079,52155,110617,101652,83538,59019,40927,33892
14,RR,Roraima,RegN,N,2019,F,263153,23648,25136,53738,51007,42242,29619,20211,17552
14,RR,Roraima,RegN,N,2019,M,275810,24866,26484,56975,52581,43185,31211,22087,18421
14,RR,Roraima,RegN,N,2019,Total,538963,48514,51620,110713,103588,85427,60830,42298,35973
14,RR,Roraima,RegN,N,2020,F,267157,23371,24882,53650,51837,43129,30704,20863,18721
14,RR,Roraima,RegN,N,2020,M,279734,24574,26216,57069,53371,44180,32106,22790,19428
14,RR,Roraima,RegN,N,2020,Total,546891,47945,51098,110719,105208,87309,62810,43653,38149
14,RR,Roraima,RegN,N,2021,F,271086,23101,24627,53249,52799,43989,31861,21520,19940
14,RR,Roraima,RegN,N,2021,M,283577,24292,25947,56634,54500,45146,33113,23461,20484
14,RR,Roraima,RegN,N,2021,Total,554663,47393,50574,109883,107299,89135,64974,44981,40424
14,RR,Roraima,RegN,N,2022,F,274942,22848,24363,52801,53637,44791,33111,22188,21203
14,RR,Roraima,RegN,N,2022,M,287346,24027,25671,56148,55504,46060,34243,24098,21595
14,RR,Roraima,RegN,N,2022,Total,562288,46875,50034,108949,109141,90851,67354,46286,42798
14,RR,Roraima,RegN,N,2023,F,278728,22614,24087,52321,54345,45576,34403,22882,22500
14,RR,Roraima,RegN,N,2023,M,291032,23780,25385,55624,56379,46953,35450,24706,22755
14,RR,Roraima,RegN,N,2023,Total,569760,46394,49472,107945,110724,92529,69853,47588,45255
14,RR,Roraima,RegN,N,2024,F,282442,22400,23807,51814,54916,46407,35673,23604,23821
14,RR,Roraima,RegN,N,2024,M,294638,23556,25091,55075,57111,47882,36661,25313,23949
14,RR,Roraima,RegN,N,2024,Total,577080,45956,48898,106889,112027,94289,72334,48917,47770
14,RR,Roraima,RegN,N,2025,F,286093,22207,23527,51293,55343,47321,36868,24380,25154
14,RR,Roraima,RegN,N,2025,M,298168,23353,24795,54513,57711,48875,37823,25922,25176
14,RR,Roraima,RegN,N,2025,Total,584261,45560,48322,105806,113054,96196,74691,50302,50330
14,RR,Roraima,RegN,N,2026,F,289672,22032,23255,50756,55638,48304,37973,25207,26507
14,RR,Roraima,RegN,N,2026,M,301629,23169,24510,53939,58176,49911,38947,26544,26433
14,RR,Roraima,RegN,N,2026,Total,591301,45201,47765,104695,113814,98215,76920,51751,52940
14,RR,Roraima,RegN,N,2027,F,293189,21873,23001,50211,55809,49357,38968,26084,27886
14,RR,Roraima,RegN,N,2027,M,305013,23002,24243,53359,58513,50992,40006,27190,27708
14,RR,Roraima,RegN,N,2027,Total,598202,44875,47244,103570,114322,100349,78974,53274,55594
14,RR,Roraima,RegN,N,2028,F,296640,21729,22766,49668,55864,50423,39879,27019,29292
14,RR,Roraima,RegN,N,2028,M,308320,22850,23991,52779,58742,52057,41021,27879,29001
14,RR,Roraima,RegN,N,2028,Total,604960,44579,46757,102447,114606,102480,80900,54898,58293
14,RR,Roraima,RegN,N,2029,F,300034,21601,22550,49128,55826,51414,40757,28013,30745
14,RR,Roraima,RegN,N,2029,M,311549,22713,23764,52201,58879,53035,42014,28648,30295
14,RR,Roraima,RegN,N,2029,Total,611583,44314,46314,101329,114705,104449,82771,56661,61040
14,RR,Roraima,RegN,N,2030,F,303353,21482,22354,48589,55728,52255,41634,29066,32245
14,RR,Roraima,RegN,N,2030,M,314704,22590,23556,51625,58968,53852,43009,29515,31589
14,RR,Roraima,RegN,N,2030,Total,618057,44072,45910,100214,114696,106107,84643,58581,63834
15,PA,Pará,RegN,N,2000,F,3119364,408686,394778,739574,564690,395711,272639,165428,177858
15,PA,Pará,RegN,N,2000,M,3267512,426488,412719,769080,596365,425547,294734,172671,169908
15,PA,Pará,RegN,N,2000,Total,6386876,835174,807497,1508654,1161055,821258,567373,338099,347766
15,PA,Pará,RegN,N,2001,F,3183798,410470,397716,744757,584008,408594,283273,172003,182977
15,PA,Pará,RegN,N,2001,M,3332885,428088,416214,775380,614963,438141,305657,180112,174330
15,PA,Pará,RegN,N,2001,Total,6516683,838558,813930,1520137,1198971,846735,588930,352115,357307
15,PA,Pará,RegN,N,2002,F,3248398,412083,400236,748143,604255,422071,293703,179155,188752
15,PA,Pará,RegN,N,2002,M,3398081,429582,419141,779901,634371,451176,316336,188373,179201
15,PA,Pará,RegN,N,2002,Total,6646479,841665,819377,1528044,1238626,873247,610039,367528,367953
15,PA,Pará,RegN,N,2003,F,3312959,413528,402197,750546,624557,436116,304027,186912,195076
15,PA,Pará,RegN,N,2003,M,3462906,431047,421301,783473,653749,464658,326852,197334,184492
15,PA,Pará,RegN,N,2003,Total,6775865,844575,823498,1534019,1278306,900774,630879,384246,379568
15,PA,Pará,RegN,N,2004,F,3377254,414840,403422,753206,643593,450673,314426,195289,201805
15,PA,Pará,RegN,N,2004,M,3527138,432598,422457,787352,671849,478562,337337,206802,190181
15,PA,Pará,RegN,N,2004,Total,6904392,847438,825879,1540558,1315442,929235,651763,402091,391986
15,PA,Pará,RegN,N,2005,F,3441086,416249,403582,756871,660503,465714,325034,204273,208860
15,PA,Pará,RegN,N,2005,M,3590574,434654,422109,792283,687853,492878,347901,216628,196268
15,PA,Pará,RegN,N,2005,Total,7031660,850903,825691,1549154,1348356,958592,672935,420901,405128
15,PA,Pará,RegN,N,2006,F,3504271,414928,405467,761344,675414,481163,335812,213857,216286
15,PA,Pará,RegN,N,2006,M,3653034,433469,423998,798019,701884,507534,358545,226788,202797
15,PA,Pará,RegN,N,2006,Total,7157305,848397,829465,1559363,1377298,988697,694357,440645,419083
15,PA,Pará,RegN,N,2007,F,3566658,412783,407182,766612,688338,496848,346733,224078,224084
15,PA,Pará,RegN,N,2007,M,3714353,431429,425794,804494,713942,522381,369269,237262,209782
15,PA,Pará,RegN,N,2007,Total,7281011,844212,832976,1571106,1402280,1019229,716002,461340,433866
15,PA,Pará,RegN,N,2008,F,3628118,409869,408732,772173,699277,513053,357917,234692,232405
15,PA,Pará,RegN,N,2008,M,3774397,428579,427569,811069,724109,537628,380194,247885,217364
15,PA,Pará,RegN,N,2008,Total,7402515,838448,836301,1583242,1423386,1050681,738111,482577,449769
15,PA,Pará,RegN,N,2009,F,3688572,406305,410152,777141,708374,530242,369528,245351,241479
15,PA,Pará,RegN,N,2009,M,3833084,425042,429431,816679,732624,553640,391474,258444,225750
15,PA,Pará,RegN,N,2009,Total,7521656,831347,839583,1593820,1440998,1083882,761002,503795,467229
15,PA,Pará,RegN,N,2010,F,3747976,402229,411677,780719,715778,548608,381669,255842,251454
15,PA,Pará,RegN,N,2010,M,3890364,420965,431799,820275,739706,570532,403223,268807,235057
15,PA,Pará,RegN,N,2010,Total,7638340,823194,843476,1600994,1455484,1119140,784892,524649,486511
15,PA,Pará,RegN,N,2011,F,3806054,397745,410468,785682,721449,567891,394349,266182,262288
15,PA,Pará,RegN,N,2011,M,3945939,416435,430899,825656,745256,588131,415387,278959,245216
15,PA,Pará,RegN,N,2011,Total,7751993,814180,841367,1611338,1466705,1156022,809736,545141,507504
15,PA,Pará,RegN,N,2012,F,3862648,392952,408419,790026,725276,588056,407592,276346,273981
15,PA,Pará,RegN,N,2012,M,3999685,411538,429078,830426,749140,606483,427949,288872,256199
15,PA,Pará,RegN,N,2012,Total,7862333,804490,837497,1620452,1474416,1194539,835541,565218,530180
15,PA,Pará,RegN,N,2013,F,3917888,387972,405595,793643,728080,608284,421399,286423,286492
15,PA,Pará,RegN,N,2013,M,4051766,406408,426399,834450,752198,624841,440937,298630,267903
15,PA,Pará,RegN,N,2013,Total,7969654,794380,831994,1628093,1480278,1233125,862336,585053,554395
15,PA,Pará,RegN,N,2014,F,3971749,382868,402111,796388,731093,627269,435714,296583,299723
15,PA,Pará,RegN,N,2014,M,4102175,401125,422979,837583,755639,642014,454323,308367,280145
15,PA,Pará,RegN,N,2014,Total,8073924,783993,825090,1633971,1486732,1269283,890037,604950,579868
15,PA,Pará,RegN,N,2015,F,4024213,377673,398101,798170,735055,644156,450504,306938,313616
15,PA,Pará,RegN,N,2015,M,4150900,395738,418951,839728,760179,657231,468088,318179,292806
15,PA,Pará,RegN,N,2015,Total,8175113,773411,817052,1637898,1495234,1301387,918592,625117,606422
15,PA,Pará,RegN,N,2016,F,4075052,372318,393674,798943,739750,659019,465693,317444,328211
15,PA,Pará,RegN,N,2016,M,4197672,390174,414438,840841,765554,670573,482134,328065,305893
15,PA,Pará,RegN,N,2016,Total,8272724,762492,808112,1639784,1505304,1329592,947827,645509,634104
15,PA,Pará,RegN,N,2017,F,4124195,366790,388943,798718,745161,671864,481095,328079,343545
15,PA,Pará,RegN,N,2017,M,4242433,384424,409559,840951,771702,682047,496320,338026,319404
15,PA,Pará,RegN,N,2017,Total,8366628,751214,798502,1639669,1516863,1353911,977415,666105,662949
15,PA,Pará,RegN,N,2018,F,4171826,361180,384023,797557,750824,682732,497003,338962,359545
15,PA,Pará,RegN,N,2018,M,4285403,378586,404446,840171,778024,691779,510882,348184,333331
15,PA,Pará,RegN,N,2018,Total,8457229,739766,788469,1637728,1528848,1374511,1007885,687146,692876
15,PA,Pará,RegN,N,2019,F,4218006,355552,378979,795610,755877,691758,513860,350252,376118
15,PA,Pará,RegN,N,2019,M,4326633,372723,399184,838709,783490,699996,526177,358681,347673
15,PA,Pará,RegN,N,2019,Total,8544639,728275,778163,1634319,1539367,1391754,1040037,708933,723791
15,PA,Pará,RegN,N,2020,F,4262745,349953,373843,793243,759521,699085,531852,362051,393197
15,PA,Pará,RegN,N,2020,M,4366156,366887,393816,837103,787072,706912,542325,369627,362414
15,PA,Pará,RegN,N,2020,Total,8628901,716840,767659,1630346,1546593,1405997,1074177,731678,755611
15,PA,Pará,RegN,N,2021,F,4306184,344542,368569,787782,764581,704751,550784,374379,410796
15,PA,Pará,RegN,N,2021,M,4404180,361245,388297,831813,792524,712472,559240,381009,377580
15,PA,Pará,RegN,N,2021,Total,8710364,705787,756866,1619595,1557105,1417223,1110024,755388,788376
15,PA,Pará,RegN,N,2022,F,4348373,339424,363141,781231,769078,708675,570639,387274,428911
15,PA,Pará,RegN,N,2022,M,4440757,355911,382616,825303,797440,716509,576968,392820,393190
15,PA,Pará,RegN,N,2022,Total,8789130,695335,745757,1606534,1566518,1425184,1147607,780094,822101
15,PA,Pará,RegN,N,2023,F,4389224,334564,357629,773730,772862,711600,590561,400713,447565
15,PA,Pará,RegN,N,2023,M,4475765,350845,376844,817719,801644,719751,594727,405044,409191
15,PA,Pará,RegN,N,2023,Total,8864989,685409,734473,1591449,1574506,1431351,1185288,805757,856756
15,PA,Pará,RegN,N,2024,F,4428774,329949,352097,765459,775788,714738,609270,414646,466827
15,PA,Pará,RegN,N,2024,M,4509226,346033,371043,809255,804988,723361,611362,417647,425537
15,PA,Pará,RegN,N,2024,Total,8938000,675982,723140,1574714,1580776,1438099,1220632,832293,892364
15,PA,Pará,RegN,N,2025,F,4467046,325575,346593,756586,777767,718816,625921,429043,486745
15,PA,Pará,RegN,N,2025,M,4541185,341474,365265,800090,807376,728031,626135,430609,442205
15,PA,Pará,RegN,N,2025,Total,9008231,667049,711858,1556676,1585143,1446847,1252056,859652,928950
15,PA,Pará,RegN,N,2026,F,4504197,321443,341278,747179,778797,723686,640640,443850,507324
15,PA,Pará,RegN,N,2026,M,4571793,337164,359680,790305,808800,733562,639180,443877,459225
15,PA,Pará,RegN,N,2026,Total,9075990,658607,700958,1537484,1587597,1457248,1279820,887727,966549
15,PA,Pará,RegN,N,2027,F,4540260,317539,336257,737336,778881,729330,653446,458885,528586
15,PA,Pará,RegN,N,2027,M,4601090,333090,354402,780011,809283,739892,650500,457320,476592
15,PA,Pará,RegN,N,2027,Total,9141350,650629,690659,1517347,1588164,1469222,1303946,916205,1005178
15,PA,Pará,RegN,N,2028,F,4575114,313847,331492,727227,778036,735220,664326,474415,550551
15,PA,Pará,RegN,N,2028,M,4628990,329241,349392,769398,808899,746388,660160,471128,494384
15,PA,Pará,RegN,N,2028,Total,9204104,643088,680884,1496625,1586935,1481608,1324486,945543,1044935
15,PA,Pará,RegN,N,2029,F,4608779,310363,326965,716979,776413,740503,673419,490865,573272
15,PA,Pará,RegN,N,2029,M,4655509,325607,344634,758611,807844,752063,668386,485641,512723
15,PA,Pará,RegN,N,2029,Total,9264288,635970,671599,1475590,1584257,1492566,1341805,976506,1085995
15,PA,Pará,RegN,N,2030,F,4641242,307067,322675,706672,774370,744391,680871,508422,596774
15,PA,Pará,RegN,N,2030,M,4680668,322169,340130,747748,806640,755926,675387,500979,531689
15,PA,Pará,RegN,N,2030,Total,9321910,629236,662805,1454420,1581010,1500317,1356258,1009401,1128463
16,AP,Amapá,RegN,N,2000,F,244620,36656,32319,58708,47228,31249,18865,9858,9737
16,AP,Amapá,RegN,N,2000,M,254710,38016,33858,59353,48155,34496,21053,10583,9196
16,AP,Amapá,RegN,N,2000,Total,499329,74672,66177,118061,95383,65745,39918,20441,18932
16,AP,Amapá,RegN,N,2001,F,254636,38167,33450,60065,49370,32980,20034,10468,10102
16,AP,Amapá,RegN,N,2001,M,264566,39487,34968,60933,49856,36180,22363,11237,9542
16,AP,Amapá,RegN,N,2001,Total,519202,77654,68418,120998,99226,69160,42397,21705,19644
16,AP,Amapá,RegN,N,2002,F,264543,39377,34625,61320,51540,34804,21206,11143,10528
16,AP,Amapá,RegN,N,2002,M,274293,40680,36065,62429,51589,37933,23692,11961,9944
16,AP,Amapá,RegN,N,2002,Total,538836,80057,70690,123749,103129,72737,44898,23104,20472
16,AP,Amapá,RegN,N,2003,F,274422,40375,35835,62555,53681,36694,22388,11884,11010
16,AP,Amapá,RegN,N,2003,M,283976,41704,37129,63898,53338,39715,25038,12760,10394
16,AP,Amapá,RegN,N,2003,Total,558398,82079,72964,126453,107019,76409,47426,24644,21404
16,AP,Amapá,RegN,N,2004,F,284217,41127,37069,63882,55715,38613,23591,12687,11533
16,AP,Amapá,RegN,N,2004,M,293569,42542,38138,65446,55064,41458,26412,13633,10876
16,AP,Amapá,RegN,N,2004,Total,577786,83669,75207,129328,110779,80071,50003,26320,22409
16,AP,Amapá,RegN,N,2005,F,293885,41627,38294,65384,57588,40532,24825,13550,12085
16,AP,Amapá,RegN,N,2005,M,303029,43210,39046,67124,56749,43121,27814,14581,11384
16,AP,Amapá,RegN,N,2005,Total,596914,84837,77340,132508,114337,83653,52639,28131,23469
16,AP,Amapá,RegN,N,2006,F,303385,41601,39746,67064,59296,42441,26094,14473,12670
16,AP,Amapá,RegN,N,2006,M,312307,43172,40365,68914,58392,44707,29226,15606,11925
16,AP,Amapá,RegN,N,2006,Total,615692,84773,80111,135978,117688,87148,55320,30079,24595
16,AP,Amapá,RegN,N,2007,F,312691,41553,40889,68941,60826,44327,27399,15462,13294
16,AP,Amapá,RegN,N,2007,M,321377,43104,41398,70815,60002,46198,30639,16720,12501
16,AP,Amapá,RegN,N,2007,Total,634068,84657,82287,139756,120828,90525,58038,32182,25795
16,AP,Amapá,RegN,N,2008,F,321765,41377,41808,70973,62190,46202,28749,16498,13968
16,AP,Amapá,RegN,N,2008,M,330212,42898,42252,72771,61563,47633,32064,17900,13131
16,AP,Amapá,RegN,N,2008,Total,651977,84275,84060,143744,123753,93835,60813,34398,27099
16,AP,Amapá,RegN,N,2009,F,330583,41094,42470,73079,63420,48083,30167,17557,14713
16,AP,Amapá,RegN,N,2009,M,338777,42575,42912,74678,63067,49067,33522,19118,13838
16,AP,Amapá,RegN,N,2009,Total,669360,83669,85382,147757,126487,97150,63689,36675,28551
16,AP,Amapá,RegN,N,2010,F,339132,40727,42870,75182,64549,49976,31661,18622,15545
16,AP,Amapá,RegN,N,2010,M,347057,42162,43395,76443,64511,50531,35022,20363,14630
16,AP,Amapá,RegN,N,2010,Total,686189,82889,86265,151625,129060,100507,66683,38985,30175
16,AP,Amapá,RegN,N,2011,F,347494,40305,42752,77564,65589,51887,33243,19693,16461
16,AP,Amapá,RegN,N,2011,M,355144,41697,43192,78604,65901,52029,36574,21629,15518
16,AP,Amapá,RegN,N,2011,Total,702638,82002,85944,156168,131490,103916,69817,41322,31979
16,AP,Amapá,RegN,N,2012,F,355760,39861,42624,79721,66555,53832,34926,20768,17473
16,AP,Amapá,RegN,N,2012,M,363146,41224,42995,80494,67235,53576,38197,22922,16503
16,AP,Amapá,RegN,N,2012,Total,718906,81085,85619,160215,133790,107408,73123,43690,33976
16,AP,Amapá,RegN,N,2013,F,363933,39417,42388,81722,67536,55758,36682,21857,18573
16,AP,Amapá,RegN,N,2013,M,371063,40760,42698,82205,68575,55157,39853,24233,17582
16,AP,Amapá,RegN,N,2013,Total,734996,80177,85086,163927,136111,110915,76535,46090,36155
